Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2012","2012","ha","9","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2012","2012","kg/ha","30106.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2012","2012","t","269.24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2013","2013","ha","7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2013","2013","kg/ha","30062.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2013","2013","t","218.09","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2014","2014","ha","8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2014","2014","kg/ha","30027.8","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2014","2014","t","249.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2015","2015","ha","11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2015","2015","kg/ha","30101.5","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2015","2015","t","345.96","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2016","2016","ha","9","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2016","2016","kg/ha","30005.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2016","2016","t","265.81","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2017","2017","ha","10","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2017","2017","kg/ha","29982.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2017","2017","t","289.97","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2018","2018","ha","15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2018","2018","kg/ha","29965.8","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2018","2018","t","463.55","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2019","2019","ha","24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2019","2019","kg/ha","28674.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2019","2019","t","692.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2020","2020","kg/ha","27818.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2020","2020","t","913.08","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2021","2021","ha","77","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2021","2021","kg/ha","22077.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2021","2021","t","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01321","Pomelos and grapefruits","2022","2022","ha","51","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01321","Pomelos and grapefruits","2022","2022","kg/ha","26637.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01321","Pomelos and grapefruits","2022","2022","t","1366.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1993","1993","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1994","1994","ha","6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","1994","1994","kg/ha","19166.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1994","1994","t","115","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1995","1995","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1995","1995","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1996","1996","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1996","1996","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1997","1997","ha","10","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","1997","1997","kg/ha","31200","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1997","1997","t","312","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1998","1998","ha","11","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","1998","1998","kg/ha","32000","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1998","1998","t","352","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","1999","1999","ha","50","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","1999","1999","kg/ha","28140","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","1999","1999","t","1407","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2000","2000","ha","20","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2000","2000","kg/ha","32350","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2000","2000","t","647","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2001","2001","ha","48","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2001","2001","kg/ha","27270.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2001","2001","t","1309","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2002","2002","ha","45","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2002","2002","kg/ha","23866.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2002","2002","t","1074","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2003","2003","ha","100","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2003","2003","kg/ha","23380","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2003","2003","t","2338","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2004","2004","ha","109","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2004","2004","kg/ha","20486.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2004","2004","t","2233","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2005","2005","ha","137","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2005","2005","kg/ha","16000","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2005","2005","t","2192","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2006","2006","ha","178","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2006","2006","kg/ha","11713.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2006","2006","t","2085","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2007","2007","ha","155","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2007","2007","kg/ha","11393.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2007","2007","t","1766","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2008","2008","ha","194","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2008","2008","kg/ha","10819.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2008","2008","t","2099","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2009","2009","ha","217","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2009","2009","kg/ha","9697.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2009","2009","t","2100","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2010","2010","ha","69","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2010","2010","kg/ha","8551.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2010","2010","t","590.06","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2011","2011","ha","174","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2011","2011","kg/ha","8056.4","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2011","2011","t","1404.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2012","2012","ha","209","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2012","2012","kg/ha","7958.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2012","2012","t","1661.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2013","2013","ha","205","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2013","2013","kg/ha","7861.3","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2013","2013","t","1608.09","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2014","2014","ha","226","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2014","2014","kg/ha","7143.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2014","2014","t","1611.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2015","2015","ha","225","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2015","2015","kg/ha","6815.7","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2015","2015","t","1535.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2016","2016","ha","218","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2016","2016","kg/ha","7255","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2016","2016","t","1584.96","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2017","2017","ha","223","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2017","2017","kg/ha","7069.7","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2017","2017","t","1577.25","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2018","2018","ha","222","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2018","2018","kg/ha","7044.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2018","2018","t","1565.87","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2019","2019","ha","221","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2019","2019","kg/ha","7223.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2019","2019","t","1598.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2020","2020","ha","222","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2020","2020","kg/ha","7112.4","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2020","2020","t","1580.52","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2021","2021","ha","222","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2021","2021","kg/ha","7126.7","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2021","2021","t","1581.61","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01448","Poppy seed","2022","2022","ha","222","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01448","Poppy seed","2022","2022","kg/ha","7130.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01448","Poppy seed","2022","2022","t","1581.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1993","1993","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1994","1994","ha","1901","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","1994","1994","kg/ha","24097.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1994","1994","t","45810","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1995","1995","ha","1695","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","1995","1995","kg/ha","29478.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1995","1995","t","49966","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1996","1996","ha","2153","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","1996","1996","kg/ha","25374.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1996","1996","t","54631","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1997","1997","ha","1858","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","1997","1997","kg/ha","24197","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1997","1997","t","44958","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1998","1998","ha","2144","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","1998","1998","kg/ha","27375.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1998","1998","t","58694","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","1999","1999","ha","1686","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","1999","1999","kg/ha","31392.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","1999","1999","t","52927","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2000","2000","ha","1555","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2000","2000","kg/ha","30439.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2000","2000","t","47334","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2001","2001","ha","1655","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2001","2001","kg/ha","31144.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2001","2001","t","51544","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2002","2002","ha","1972","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2002","2002","kg/ha","30213","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2002","2002","t","59580","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2003","2003","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2003","2003","kg/ha","29774.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2003","2003","t","56572","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2004","2004","ha","1375","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2004","2004","kg/ha","29885.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2004","2004","t","41093","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2005","2005","ha","1793","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2005","2005","kg/ha","30574.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2005","2005","t","54820","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2006","2006","ha","2115","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2006","2006","kg/ha","30985.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2006","2006","t","65534","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2007","2007","ha","2034","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2007","2007","kg/ha","30895.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2007","2007","t","62841","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2008","2008","ha","2118","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2008","2008","kg/ha","32662.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2008","2008","t","69180","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2009","2009","ha","1753","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2009","2009","kg/ha","32804.4","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2009","2009","t","57496.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2010","2010","ha","1381","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2010","2010","kg/ha","33939.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2010","2010","t","46870","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2011","2011","ha","1580","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2011","2011","kg/ha","30727.8","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2011","2011","t","48550","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2012","2012","ha","850","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2012","2012","kg/ha","39741.2","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2012","2012","t","33780","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2013","2013","ha","2480","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2013","2013","kg/ha","33862.9","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2013","2013","t","83980","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2014","2014","ha","2478","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2014","2014","kg/ha","33494.8","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2014","2014","t","83000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2015","2015","ha","1406","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2015","2015","kg/ha","46230.4","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2015","2015","t","65000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2016","2016","ha","1425","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2016","2016","kg/ha","29473.7","X","Figure from external organization",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2016","2016","t","42000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2017","2017","ha","1770","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2017","2017","kg/ha","35788.3","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2017","2017","t","63333.33","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2018","2018","ha","3230","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2018","2018","kg/ha","19111.5","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2018","2018","t","61730","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2019","2019","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2019","2019","kg/ha","37275","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2019","2019","t","59640","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2020","2020","ha","1640","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2020","2020","kg/ha","36634.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2020","2020","t","60080","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2021","2021","ha","2008","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2021","2021","kg/ha","40816.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2021","2021","t","81959","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01510","Potatoes","2022","2022","ha","2241","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01510","Potatoes","2022","2022","kg/ha","36594.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01510","Potatoes","2022","2022","t","82000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01235","Pumpkins, squash and gourds","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01235","Pumpkins, squash and gourds","1991","1991","t","","M","Missing value; data cannot exist",""
